Sample index,Actual category,Classification result
1,usa,usa
2,usa,uk
3,usa,usa
4,usa,usa
5,usa,usa
6,usa,usa
7,usa,usa
8,usa,usa
9,usa,usa
10,usa,usa
11,usa,usa
12,usa,usa
13,usa,usa
14,usa,usa
15,usa,usa
16,usa,usa
17,usa,usa
18,usa,usa
19,usa,usa
20,usa,usa
21,usa,usa
22,usa,usa
23,usa,usa
24,usa,usa
25,usa,usa
26,usa,usa
27,usa,usa
28,usa,usa
29,usa,usa
30,usa,usa
31,usa,usa
32,usa,usa
33,usa,usa
34,usa,usa
35,usa,usa
36,usa,usa
37,canada,usa
38,usa,usa
39,usa,usa
40,usa,usa
41,usa,usa
42,usa,usa
43,usa,usa
44,usa,usa
45,usa,usa
46,usa,usa
47,usa,usa
48,canada,usa
49,usa,usa
50,usa,usa
51,usa,usa
52,usa,usa
53,canada,usa
54,usa,usa
55,usa,usa
56,usa,usa
57,usa,usa
58,usa,usa
59,usa,usa
60,usa,usa
61,usa,usa
62,usa,usa
63,usa,usa
64,usa,usa
65,usa,usa
66,usa,usa
67,usa,usa
68,usa,usa
69,usa,usa
70,usa,usa
71,usa,usa
72,usa,usa
73,usa,usa
74,usa,usa
75,usa,usa
76,usa,usa
77,usa,usa
78,usa,usa
79,usa,usa
80,usa,usa
81,usa,usa
82,usa,usa
83,usa,usa
84,canada,usa
85,canada,usa
86,usa,usa
87,usa,usa
88,usa,usa
89,usa,uk
90,usa,usa
91,usa,usa
92,usa,usa
93,usa,usa
94,usa,usa
95,usa,usa
96,usa,usa
97,usa,usa
98,japan,france
99,japan,japan
100,usa,usa
101,usa,usa
102,usa,usa
103,usa,usa
104,usa,usa
105,usa,usa
106,canada,usa
107,usa,usa
108,usa,usa
109,usa,usa
110,usa,usa
111,canada,usa
112,usa,usa
113,usa,usa
114,usa,usa
115,usa,usa
116,usa,usa
117,usa,usa
118,usa,usa
119,usa,usa
120,usa,usa
121,usa,usa
122,usa,usa
123,usa,usa
124,usa,usa
125,usa,usa
126,usa,usa
127,canada,usa
128,usa,usa
129,usa,usa
130,usa,usa
131,usa,usa
132,canada,usa
133,usa,usa
134,usa,usa
135,usa,usa
136,usa,usa
137,usa,usa
138,usa,usa
139,usa,usa
140,usa,usa
141,usa,usa
142,usa,usa
143,usa,usa
144,usa,usa
145,usa,usa
146,usa,usa
147,usa,usa
148,usa,usa
149,usa,usa
150,usa,usa
151,usa,usa
152,usa,usa
153,usa,usa
154,usa,usa
155,canada,usa
156,usa,usa
157,usa,usa
158,usa,usa
159,usa,usa
160,usa,usa
161,usa,usa
162,usa,usa
163,usa,usa
164,usa,usa
165,usa,usa
166,usa,usa
167,usa,usa
168,usa,usa
169,usa,usa
170,usa,usa
171,usa,usa
172,usa,usa
173,usa,usa
174,usa,usa
175,usa,usa
176,usa,usa
177,usa,usa
178,canada,usa
179,usa,usa
180,usa,usa
181,usa,usa
182,usa,usa
183,usa,usa
184,usa,usa
185,usa,usa
186,usa,usa
187,canada,usa
188,canada,usa
189,usa,usa
190,usa,usa
191,usa,usa
192,usa,usa
193,usa,usa
194,usa,uk
195,usa,usa
196,usa,usa
197,uk,usa
198,usa,usa
199,west-germany,usa
200,usa,usa
201,usa,usa
202,usa,usa
203,usa,usa
204,usa,usa
205,usa,usa
206,usa,usa
207,usa,usa
208,usa,usa
209,usa,usa
210,usa,usa
211,usa,usa
212,usa,usa
213,usa,usa
214,usa,usa
215,usa,usa
216,usa,usa
217,usa,usa
218,usa,usa
219,usa,usa
220,usa,usa
221,usa,usa
222,usa,usa
223,usa,usa
224,usa,usa
225,usa,usa
226,usa,usa
227,usa,usa
228,usa,usa
229,usa,usa
230,usa,usa
231,usa,usa
232,usa,usa
233,usa,usa
234,usa,usa
235,usa,usa
236,usa,usa
237,usa,usa
238,usa,usa
239,usa,usa
240,usa,usa
241,usa,usa
242,usa,usa
243,usa,uk
244,usa,usa
245,canada,usa
246,usa,usa
247,usa,usa
248,usa,usa
249,usa,usa
250,usa,usa
251,usa,usa
252,usa,usa
253,usa,usa
254,usa,usa
255,usa,usa
256,usa,usa
257,usa,usa
258,uk,usa
259,usa,usa
260,france,france
261,usa,usa
262,usa,usa
263,usa,usa
264,usa,usa
265,usa,usa
266,usa,usa
267,usa,usa
268,usa,usa
269,usa,usa
270,usa,usa
271,usa,usa
272,usa,usa
273,usa,usa
274,usa,usa
275,usa,usa
276,france,usa
277,usa,usa
278,usa,usa
279,usa,usa
280,usa,usa
281,usa,usa
282,usa,usa
283,usa,usa
284,usa,usa
285,usa,usa
286,usa,usa
287,usa,usa
288,usa,usa
289,usa,usa
290,usa,usa
291,usa,usa
292,usa,usa
293,usa,usa
294,usa,usa
295,usa,usa
296,usa,usa
297,usa,usa
298,usa,usa
299,usa,usa
300,usa,usa
301,usa,usa
302,usa,usa
303,usa,usa
304,usa,usa
305,usa,usa
306,usa,usa
307,usa,usa
308,usa,usa
